8.333333333333333055e-05 6.897619225714302047e+02
8.352033333333333401e-05 6.898365203492604678e+02
8.370733333333333747e-05 6.903419663253855560e+02
8.389433333333334093e-05 6.852478232452515385e+02
8.408133333333334440e-05 6.805559922462019813e+02
8.426833333333334786e-05 6.807571504489410472e+02
8.445533333333335132e-05 6.793867909193521655e+02
8.464233333333335478e-05 6.724433831394336494e+02
8.482933333333335824e-05 6.691197747459406173e+02
8.501633333333336170e-05 6.730458074248708726e+02
8.520333333333336516e-05 6.746409616460845200e+02
8.539033333333336862e-05 6.747609895942848652e+02
8.557733333333337208e-05 6.769156470423021119e+02
8.576433333333337555e-05 6.763709880453774304e+02
8.595133333333337901e-05 6.740618191110737598e+02
8.613833333333338247e-05 6.701245571142691233e+02
8.632533333333338593e-05 6.644331937285344338e+02
8.651233333333338939e-05 6.590890526567427514e+02
8.669933333333339285e-05 6.537456512930212966e+02
8.688633333333339631e-05 6.488269375650195343e+02
8.707333333333339977e-05 6.487290931546034471e+02
8.726033333333340324e-05 6.530328885854695500e+02
8.744733333333340670e-05 6.548771840369505526e+02
8.763433333333341016e-05 6.553929090521401122e+02
8.782133333333341362e-05 6.562781983034971063e+02
8.800833333333341708e-05 6.551989077778322326e+02
8.819533333333342054e-05 6.524014999379785422e+02
8.838233333333342400e-05 6.497128155944703849e+02
8.856933333333342746e-05 6.476508895924885110e+02
8.875633333333343093e-05 6.470698511865340379e+02
8.894333333333343439e-05 6.505337778833361426e+02
8.913033333333343785e-05 6.552514432933738817e+02
8.931733333333344131e-05 6.556506267658493243e+02
8.950433333333344477e-05 6.507892303384572870e+02
8.969133333333344823e-05 6.453431509692152304e+02
8.987833333333345169e-05 6.427510878206918505e+02
9.006533333333345515e-05 6.395559279844896992e+02
9.025233333333345861e-05 6.359203541522213072e+02
9.043933333333346208e-05 6.377170787030280508e+02
9.062633333333346554e-05 6.429708183729110260e+02
9.081333333333346900e-05 6.439793702613005735e+02
9.100033333333347246e-05 6.400890809821624998e+02
9.118733333333347592e-05 6.373968923553634340e+02
9.137433333333347938e-05 6.368712150861659893e+02
9.156133333333348284e-05 6.357760093210251853e+02
9.174833333333348630e-05 6.344944361335900567e+02
9.193533333333348977e-05 6.336602548791177014e+02
9.212233333333349323e-05 6.343937483867939591e+02
9.230933333333349669e-05 6.409149381963466112e+02
9.249633333333350015e-05 6.551052394237524368e+02
9.268333333333350361e-05 6.575026570327329409e+02
9.287033333333350707e-05 6.395865621042593148e+02
9.305733333333351053e-05 6.267841630840921425e+02
9.324433333333351399e-05 6.244384133393947423e+02
9.343133333333351746e-05 6.204075267170937877e+02
9.361833333333352092e-05 6.139956604013690367e+02
9.380533333333352438e-05 6.091016480827933037e+02
9.399233333333352784e-05 6.082912483206521301e+02
9.417933333333353130e-05 6.086790917768207692e+02
9.436633333333353476e-05 6.079197133621742068e+02
9.455333333333353822e-05 6.053297338405126311e+02
9.474033333333354168e-05 6.005498062685602463e+02
