#   frequency            amplitude spectral density
   9.0292268e-01   2.4862354e-05
   9.0299865e-01   2.4883066e-05
   9.0307462e-01   2.4902521e-05
   9.0315060e-01   2.4920813e-05
   9.0322657e-01   2.4938026e-05
   9.0330254e-01   2.4954236e-05
   9.0337851e-01   2.4969512e-05
   9.0345448e-01   2.4983917e-05
   9.0353045e-01   2.4997510e-05
   9.0360643e-01   2.5010343e-05
   9.0368240e-01   2.5022464e-05
   9.0375837e-01   2.5033917e-05
   9.0383434e-01   2.5044743e-05
   9.0391031e-01   2.5054981e-05
   9.0398628e-01   2.5064663e-05
   9.0406225e-01   2.5073823e-05
   9.0413823e-01   2.5082490e-05
   9.0421420e-01   2.5090692e-05
   9.0429017e-01   2.5098453e-05
   9.0436614e-01   2.5105798e-05
   9.0444211e-01   2.5112749e-05
   9.0451808e-01   2.5119327e-05
   9.0459406e-01   2.5125550e-05
   9.0467003e-01   2.5131436e-05
   9.0474600e-01   2.5137002e-05
   9.0482197e-01   2.5142265e-05
   9.0489794e-01   2.5147238e-05
   9.0497391e-01   2.5151936e-05
   9.0504989e-01   2.5156371e-05
   9.0512586e-01   2.5160556e-05
   9.0520183e-01   2.5164502e-05
   9.0527780e-01   2.5168220e-05
   9.0535377e-01   2.5171720e-05
   9.0542974e-01   2.5175013e-05
   9.0550572e-01   2.5178106e-05
   9.0558169e-01   2.5181009e-05
   9.0565766e-01   2.5183729e-05
   9.0573363e-01   2.5186275e-05
   9.0580960e-01   2.5188654e-05
   9.0588557e-01   2.5190872e-05
   9.0596155e-01   2.5192937e-05
   9.0603752e-01   2.5194855e-05
   9.0611349e-01   2.5196631e-05
   9.0618946e-01   2.5198271e-05
   9.0626543e-01   2.5199781e-05
   9.0634140e-01   2.5201165e-05
   9.0641738e-01   2.5202430e-05
   9.0649335e-01   2.5203578e-05
   9.0656932e-01   2.5204615e-05
   9.0664529e-01   2.5205545e-05
   9.0672126e-01   2.5206373e-05
   9.0679723e-01   2.5207101e-05
   9.0687320e-01   2.5207734e-05
   9.0694918e-01   2.5208276e-05
   9.0702515e-01   2.5208729e-05
   9.0710112e-01   2.5209097e-05
   9.0717709e-01   2.5209383e-05
   9.0725306e-01   2.5209590e-05
   9.0732903e-01   2.5209722e-05
   9.0740501e-01   2.5209780e-05
   9.0748098e-01   2.5209768e-05
   9.0755695e-01   2.5209688e-05
   9.0763292e-01   2.5209543e-05
   9.0770889e-01   2.5209334e-05
   9.0778486e-01   2.5209065e-05
   9.0786084e-01   2.5208738e-05
   9.0793681e-01   2.5208354e-05
   9.0801278e-01   2.5207916e-05
   9.0808875e-01   2.5207425e-05
   9.0816472e-01   2.5206885e-05
   9.0824069e-01   2.5206296e-05
   9.0831667e-01   2.5205660e-05
   9.0839264e-01   2.5204980e-05
   9.0846861e-01   2.5204256e-05
   9.0854458e-01   2.5203491e-05
   9.0862055e-01   2.5202686e-05
   9.0869652e-01   2.5201843e-05
   9.0877250e-01   2.5200963e-05
   9.0884847e-01   2.5200047e-05
   9.0892444e-01   2.5199098e-05
   9.0900041e-01   2.5198116e-05
   9.0907638e-01   2.5197103e-05
   9.0915235e-01   2.5196060e-05
   9.0922832e-01   2.5194988e-05
   9.0930430e-01   2.5193889e-05
   9.0938027e-01   2.5192764e-05
   9.0945624e-01   2.5191614e-05
   9.0953221e-01   2.5190440e-05
   9.0960818e-01   2.5189244e-05
   9.0968415e-01   2.5188026e-05
   9.0976013e-01   2.5186788e-05
   9.0983610e-01   2.5185530e-05
   9.0991207e-01   2.5184254e-05
   9.0998804e-01   2.5182961e-05
   9.1006401e-01   2.5181652e-05
   9.1013998e-01   2.5180327e-05
   9.1021596e-01   2.5178988e-05
   9.1029193e-01   2.5177636e-05
   9.1036790e-01   2.5176272e-05
   9.1044387e-01   2.5174896e-05
   9.1051984e-01   2.5173510e-05
   9.1059581e-01   2.5172114e-05
   9.1067179e-01   2.5170710e-05
   9.1074776e-01   2.5169298e-05
   9.1082373e-01   2.5167879e-05
   9.1089970e-01   2.5166454e-05
   9.1097567e-01   2.5165024e-05
   9.1105164e-01   2.5163590e-05
   9.1112762e-01   2.5162153e-05
   9.1120359e-01   2.5160713e-05
   9.1127956e-01   2.5159271e-05
   9.1135553e-01   2.5157829e-05
   9.1143150e-01   2.5156387e-05
   9.1150747e-01   2.5154945e-05
   9.1158345e-01   2.5153505e-05
   9.1165942e-01   2.5152068e-05
   9.1173539e-01   2.5150635e-05
   9.1181136e-01   2.5149205e-05
   9.1188733e-01   2.5147781e-05
   9.1196330e-01   2.5146363e-05
   9.1203927e-01   2.5144951e-05
   9.1211525e-01   2.5143547e-05
   9.1219122e-01   2.5142152e-05
   9.1226719e-01   2.5140766e-05
   9.1234316e-01   2.5139390e-05
   9.1241913e-01   2.5138026e-05
   9.1249510e-01   2.5136674e-05
   9.1257108e-01   2.5135334e-05
   9.1264705e-01   2.5134009e-05
   9.1272302e-01   2.5132698e-05
   9.1279899e-01   2.5131402e-05
   9.1287496e-01   2.5130124e-05
   9.1295093e-01   2.5128863e-05
   9.1302691e-01   2.5127621e-05
   9.1310288e-01   2.5126398e-05
   9.1317885e-01   2.5125195e-05
   9.1325482e-01   2.5124014e-05
   9.1333079e-01   2.5122856e-05
   9.1340676e-01   2.5121721e-05
   9.1348274e-01   2.5120611e-05
   9.1355871e-01   2.5119527e-05
   9.1363468e-01   2.5118470e-05
   9.1371065e-01   2.5117440e-05
   9.1378662e-01   2.5116440e-05
   9.1386259e-01   2.5115470e-05
   9.1393857e-01   2.5114532e-05
   9.1401454e-01   2.5113626e-05
   9.1409051e-01   2.5112755e-05
   9.1416648e-01   2.5111919e-05
   9.1424245e-01   2.5111120e-05
   9.1431842e-01   2.5110358e-05
   9.1439439e-01   2.5109637e-05
   9.1447037e-01   2.5108956e-05
   9.1454634e-01   2.5108318e-05
   9.1462231e-01   2.5107724e-05
   9.1469828e-01   2.5107175e-05
   9.1477425e-01   2.5106673e-05
   9.1485022e-01   2.5106221e-05
   9.1492620e-01   2.5105819e-05
   9.1500217e-01   2.5105469e-05
   9.1507814e-01   2.5105174e-05
   9.1515411e-01   2.5104934e-05
   9.1523008e-01   2.5104753e-05
   9.1530605e-01   2.5104632e-05
   9.1538203e-01   2.5104573e-05
   9.1545800e-01   2.5104579e-05
   9.1553397e-01   2.5104651e-05
   9.1560994e-01   2.5104792e-05
   9.1568591e-01   2.5105005e-05
   9.1576188e-01   2.5105291e-05
   9.1583786e-01   2.5105654e-05
   9.1591383e-01   2.5106097e-05
   9.1598980e-01   2.5106621e-05
   9.1606577e-01   2.5107231e-05
   9.1614174e-01   2.5107928e-05
   9.1621771e-01   2.5108717e-05
   9.1629369e-01   2.5109601e-05
   9.1636966e-01   2.5110582e-05
   9.1644563e-01   2.5111665e-05
   9.1652160e-01   2.5112853e-05
   9.1659757e-01   2.5114151e-05
   9.1667354e-01   2.5115562e-05
   9.1674952e-01   2.5117091e-05
   9.1682549e-01   2.5118742e-05
   9.1690146e-01   2.5120519e-05
   9.1697743e-01   2.5122429e-05
   9.1705340e-01   2.5124475e-05
   9.1712937e-01   2.5126663e-05
   9.1720534e-01   2.5129000e-05
   9.1728132e-01   2.5131490e-05
   9.1735729e-01   2.5134140e-05
   9.1743326e-01   2.5136957e-05
   9.1750923e-01   2.5139948e-05
   9.1758520e-01   2.5143119e-05
   9.1766117e-01   2.5146479e-05
   9.1773715e-01   2.5150036e-05
   9.1781312e-01   2.5153798e-05
   9.1788909e-01   2.5157774e-05
   9.1796506e-01   2.5161973e-05
   9.1804103e-01   2.5166407e-05
   9.1811700e-01   2.5171084e-05
   9.1819298e-01   2.5176018e-05
   9.1826895e-01   2.5181219e-05
   9.1834492e-01   2.5186701e-05
   9.1842089e-01   2.5192477e-05
   9.1849686e-01   2.5198562e-05
   9.1857283e-01   2.5204970e-05
   9.1864881e-01   2.5211719e-05
   9.1872478e-01   2.5218825e-05
   9.1880075e-01   2.5226308e-05
   9.1887672e-01   2.5234187e-05
   9.1895269e-01   2.5242484e-05
   9.1902866e-01   2.5251221e-05
   9.1910464e-01   2.5260424e-05
   9.1918061e-01   2.5270118e-05
   9.1925658e-01   2.5280332e-05
   9.1933255e-01   2.5291097e-05
   9.1940852e-01   2.5302447e-05
   9.1948449e-01   2.5314415e-05
   9.1956047e-01   2.5327043e-05
   9.1963644e-01   2.5340371e-05
   9.1971241e-01   2.5354446e-05
   9.1978838e-01   2.5369316e-05
   9.1986435e-01   2.5385037e-05
   9.1994032e-01   2.5401667e-05
   9.2001629e-01   2.5419272e-05
   9.2009227e-01   2.5437922e-05
   9.2016824e-01   2.5457695e-05
   9.2024421e-01   2.5478679e-05
   9.2032018e-01   2.5500968e-05
   9.2039615e-01   2.5524666e-05
   9.2047212e-01   2.5549893e-05
   9.2054810e-01   2.5576777e-05
   9.2062407e-01   2.5605464e-05
   9.2070004e-01   2.5636118e-05
   9.2077601e-01   2.5668921e-05
   9.2085198e-01   2.5704080e-05
   9.2092795e-01   2.5741830e-05
   9.2100393e-01   2.5782436e-05
   9.2107990e-01   2.5826203e-05
   9.2115587e-01   2.5873478e-05
   9.2123184e-01   2.5924663e-05
   9.2130781e-01   2.5980223e-05
   9.2138378e-01   2.6040700e-05
   9.2145976e-01   2.6106730e-05
   9.2153573e-01   2.6179061e-05
   9.2161170e-01   2.6258585e-05
   9.2168767e-01   2.6346367e-05
   9.2176364e-01   2.6443695e-05
   9.2183961e-01   2.6552139e-05
   9.2191559e-01   2.6673635e-05
   9.2199156e-01   2.6810591e-05
   9.2206753e-01   2.6966052e-05
   9.2214350e-01   2.7143911e-05
   9.2221947e-01   2.7349242e-05
   9.2229544e-01   2.7588767e-05
   9.2237141e-01   2.7871600e-05
   9.2244739e-01   2.8210401e-05
   9.2252336e-01   2.8623290e-05
   9.2259933e-01   2.9137142e-05
   9.2267530e-01   2.9793585e-05
   9.2275127e-01   3.0660716e-05
   9.2282724e-01   3.1858041e-05
   9.2290322e-01   3.3616089e-05
   9.2297919e-01   3.6443607e-05
   9.2305516e-01   4.1724957e-05
   9.2313113e-01   5.4993838e-05
   9.2320710e-01   1.4601642e-04
   9.2328307e-01   4.4354430e-05
   9.2335905e-01   1.0235426e-05
   9.2343502e-01   1.1406435e-05
   9.2351099e-01   1.4291200e-05
   9.2358696e-01   1.6245743e-05
   9.2366293e-01   1.7583630e-05
   9.2373890e-01   1.8545421e-05
   9.2381488e-01   1.9266957e-05
   9.2389085e-01   1.9827007e-05
   9.2396682e-01   2.0273696e-05
   9.2404279e-01   2.0637896e-05
   9.2411876e-01   2.0940264e-05
   9.2419473e-01   2.1195119e-05
   9.2427071e-01   2.1412689e-05
   9.2434668e-01   2.1600471e-05
   9.2442265e-01   2.1764081e-05
   9.2449862e-01   2.1907811e-05
   9.2457459e-01   2.2034994e-05
   9.2465056e-01   2.2148259e-05
   9.2472654e-01   2.2249706e-05
   9.2480251e-01   2.2341035e-05
   9.2487848e-01   2.2423632e-05
   9.2495445e-01   2.2498645e-05
   9.2503042e-01   2.2567025e-05
   9.2510639e-01   2.2629575e-05
   9.2518236e-01   2.2686970e-05
   9.2525834e-01   2.2739787e-05
   9.2533431e-01   2.2788518e-05
   9.2541028e-01   2.2833588e-05
   9.2548625e-01   2.2875366e-05
   9.2556222e-01   2.2914172e-05
   9.2563819e-01   2.2950286e-05
   9.2571417e-01   2.2983954e-05
   9.2579014e-01   2.3015392e-05
   9.2586611e-01   2.3044794e-05
   9.2594208e-01   2.3072328e-05
   9.2601805e-01   2.3098148e-05
   9.2609402e-01   2.3122390e-05
   9.2617000e-01   2.3145175e-05
   9.2624597e-01   2.3166614e-05
   9.2632194e-01   2.3186804e-05
   9.2639791e-01   2.3205837e-05
   9.2647388e-01   2.3223792e-05
   9.2654985e-01   2.3240745e-05
   9.2662583e-01   2.3256761e-05
   9.2670180e-01   2.3271903e-05
   9.2677777e-01   2.3286226e-05
   9.2685374e-01   2.3299782e-05
   9.2692971e-01   2.3312618e-05
   9.2700568e-01   2.3324778e-05
   9.2708166e-01   2.3336301e-05
   9.2715763e-01   2.3347225e-05
   9.2723360e-01   2.3357583e-05
   9.2730957e-01   2.3367408e-05
   9.2738554e-01   2.3376728e-05
   9.2746151e-01   2.3385570e-05
   9.2753748e-01   2.3393961e-05
   9.2761346e-01   2.3401922e-05
   9.2768943e-01   2.3409478e-05
   9.2776540e-01   2.3416647e-05
   9.2784137e-01   2.3423449e-05
   9.2791734e-01   2.3429902e-05
   9.2799331e-01   2.3436023e-05
   9.2806929e-01   2.3441827e-05
   9.2814526e-01   2.3447329e-05
   9.2822123e-01   2.3452544e-05
   9.2829720e-01   2.3457483e-05
   9.2837317e-01   2.3462159e-05
   9.2844914e-01   2.3466584e-05
   9.2852512e-01   2.3470769e-05
   9.2860109e-01   2.3474724e-05
   9.2867706e-01   2.3478458e-05
   9.2875303e-01   2.3481982e-05
   9.2882900e-01   2.3485302e-05
   9.2890497e-01   2.3488429e-05
   9.2898095e-01   2.3491368e-05
   9.2905692e-01   2.3494129e-05
   9.2913289e-01   2.3496718e-05
   9.2920886e-01   2.3499141e-05
   9.2928483e-01   2.3501404e-05
   9.2936080e-01   2.3503515e-05
   9.2943678e-01   2.3505478e-05
   9.2951275e-01   2.3507299e-05
   9.2958872e-01   2.3508984e-05
   9.2966469e-01   2.3510536e-05
   9.2974066e-01   2.3511961e-05
   9.2981663e-01   2.3513264e-05
   9.2989261e-01   2.3514448e-05
   9.2996858e-01   2.3515518e-05
   9.3004455e-01   2.3516477e-05
   9.3012052e-01   2.3517330e-05
   9.3019649e-01   2.3518080e-05
   9.3027246e-01   2.3518730e-05
   9.3034843e-01   2.3519284e-05
   9.3042441e-01   2.3519745e-05
   9.3050038e-01   2.3520115e-05
   9.3057635e-01   2.3520399e-05
   9.3065232e-01   2.3520597e-05
   9.3072829e-01   2.3520715e-05
   9.3080426e-01   2.3520753e-05
   9.3088024e-01   2.3520714e-05
   9.3095621e-01   2.3520601e-05
   9.3103218e-01   2.3520416e-05
   9.3110815e-01   2.3520161e-05
   9.3118412e-01   2.3519838e-05
   9.3126009e-01   2.3519450e-05
   9.3133607e-01   2.3518998e-05
   9.3141204e-01   2.3518484e-05
   9.3148801e-01   2.3517910e-05
   9.3156398e-01   2.3517278e-05
   9.3163995e-01   2.3516589e-05
   9.3171592e-01   2.3515846e-05
   9.3179190e-01   2.3515049e-05
   9.3186787e-01   2.3514200e-05
   9.3194384e-01   2.3513301e-05
   9.3201981e-01   2.3512354e-05
   9.3209578e-01   2.3511359e-05
   9.3217175e-01   2.3510317e-05
   9.3224773e-01   2.3509231e-05
   9.3232370e-01   2.3508102e-05
   9.3239967e-01   2.3506930e-05
   9.3247564e-01   2.3505717e-05
   9.3255161e-01   2.3504464e-05
   9.3262758e-01   2.3503172e-05
   9.3270355e-01   2.3501843e-05
   9.3277953e-01   2.3500476e-05
   9.3285550e-01   2.3499075e-05
   9.3293147e-01   2.3497638e-05
   9.3300744e-01   2.3496168e-05
   9.3308341e-01   2.3494664e-05
   9.3315938e-01   2.3493129e-05
   9.3323536e-01   2.3491563e-05
   9.3331133e-01   2.3489967e-05
   9.3338730e-01   2.3488342e-05
   9.3346327e-01   2.3486688e-05
   9.3353924e-01   2.3485007e-05
   9.3361521e-01   2.3483299e-05
   9.3369119e-01   2.3481564e-05
   9.3376716e-01   2.3479805e-05
   9.3384313e-01   2.3478020e-05
   9.3391910e-01   2.3476212e-05
   9.3399507e-01   2.3474381e-05
   9.3407104e-01   2.3472527e-05
   9.3414702e-01   2.3470651e-05
   9.3422299e-01   2.3468755e-05
   9.3429896e-01   2.3466837e-05
   9.3437493e-01   2.3464900e-05
   9.3445090e-01   2.3462944e-05
   9.3452687e-01   2.3460968e-05
   9.3460285e-01   2.3458975e-05
   9.3467882e-01   2.3456964e-05
   9.3475479e-01   2.3454937e-05
   9.3483076e-01   2.3452893e-05
   9.3490673e-01   2.3450833e-05
   9.3498270e-01   2.3448758e-05
   9.3505868e-01   2.3446668e-05
   9.3513465e-01   2.3444565e-05
   9.3521062e-01   2.3442447e-05
   9.3528659e-01   2.3440317e-05
   9.3536256e-01   2.3438174e-05
   9.3543853e-01   2.3436018e-05
   9.3551450e-01   2.3433852e-05
   9.3559048e-01   2.3431674e-05
   9.3566645e-01   2.3429486e-05
   9.3574242e-01   2.3427287e-05
   9.3581839e-01   2.3425079e-05
   9.3589436e-01   2.3422862e-05
   9.3597033e-01   2.3420636e-05
   9.3604631e-01   2.3418403e-05
   9.3612228e-01   2.3416161e-05
   9.3619825e-01   2.3413913e-05
   9.3627422e-01   2.3411657e-05
   9.3635019e-01   2.3409396e-05
   9.3642616e-01   2.3407129e-05
   9.3650214e-01   2.3404856e-05
   9.3657811e-01   2.3402579e-05
   9.3665408e-01   2.3400298e-05
   9.3673005e-01   2.3398012e-05
   9.3680602e-01   2.3395724e-05
   9.3688199e-01   2.3393432e-05
   9.3695797e-01   2.3391139e-05
   9.3703394e-01   2.3388843e-05
   9.3710991e-01   2.3386546e-05
   9.3718588e-01   2.3384248e-05
   9.3726185e-01   2.3381950e-05
   9.3733782e-01   2.3379652e-05
   9.3741380e-01   2.3377355e-05
   9.3748977e-01   2.3375059e-05
   9.3756574e-01   2.3372765e-05
   9.3764171e-01   2.3370473e-05
   9.3771768e-01   2.3368184e-05
   9.3779365e-01   2.3365898e-05
   9.3786962e-01   2.3363617e-05
   9.3794560e-01   2.3361340e-05
   9.3802157e-01   2.3359068e-05
   9.3809754e-01   2.3356802e-05
   9.3817351e-01   2.3354542e-05
   9.3824948e-01   2.3352289e-05
   9.3832545e-01   2.3350044e-05
   9.3840143e-01   2.3347808e-05
   9.3847740e-01   2.3345580e-05
   9.3855337e-01   2.3343362e-05
   9.3862934e-01   2.3341155e-05
   9.3870531e-01   2.3338959e-05
   9.3878128e-01   2.3336775e-05
   9.3885726e-01   2.3334603e-05
   9.3893323e-01   2.3332445e-05
   9.3900920e-01   2.3330302e-05
   9.3908517e-01   2.3328174e-05
   9.3916114e-01   2.3326062e-05
   9.3923711e-01   2.3323967e-05
   9.3931309e-01   2.3321890e-05
   9.3938906e-01   2.3319832e-05
   9.3946503e-01   2.3317795e-05
   9.3954100e-01   2.3315778e-05
   9.3961697e-01   2.3313784e-05
   9.3969294e-01   2.3311814e-05
   9.3976892e-01   2.3309868e-05
   9.3984489e-01   2.3307948e-05
   9.3992086e-01   2.3306055e-05
   9.3999683e-01   2.3304191e-05
   9.4007280e-01   2.3302357e-05
   9.4014877e-01   2.3300555e-05
   9.4022475e-01   2.3298786e-05
   9.4030072e-01   2.3297052e-05
   9.4037669e-01   2.3295355e-05
   9.4045266e-01   2.3293696e-05
   9.4052863e-01   2.3292077e-05
   9.4060460e-01   2.3290501e-05
   9.4068057e-01   2.3288969e-05
   9.4075655e-01   2.3287484e-05
   9.4083252e-01   2.3286049e-05
   9.4090849e-01   2.3284665e-05
   9.4098446e-01   2.3283335e-05
   9.4106043e-01   2.3282062e-05
   9.4113640e-01   2.3280849e-05
   9.4121238e-01   2.3279700e-05
   9.4128835e-01   2.3278616e-05
   9.4136432e-01   2.3277603e-05
   9.4144029e-01   2.3276664e-05
   9.4151626e-01   2.3275803e-05
   9.4159223e-01   2.3275023e-05
   9.4166821e-01   2.3274330e-05
   9.4174418e-01   2.3273729e-05
   9.4182015e-01   2.3273224e-05
   9.4189612e-01   2.3272822e-05
   9.4197209e-01   2.3272528e-05
   9.4204806e-01   2.3272348e-05
   9.4212404e-01   2.3272290e-05
   9.4220001e-01   2.3272361e-05
   9.4227598e-01   2.3272568e-05
   9.4235195e-01   2.3272922e-05
   9.4242792e-01   2.3273430e-05
   9.4250389e-01   2.3274104e-05
   9.4257987e-01   2.3274953e-05
   9.4265584e-01   2.3275991e-05
   9.4273181e-01   2.3277229e-05
   9.4280778e-01   2.3278683e-05
   9.4288375e-01   2.3280367e-05
   9.4295972e-01   2.3282300e-05
   9.4303570e-01   2.3284498e-05
   9.4311167e-01   2.3286984e-05
   9.4318764e-01   2.3289779e-05
   9.4326361e-01   2.3292908e-05
   9.4333958e-01   2.3296400e-05
   9.4341555e-01   2.3300285e-05
   9.4349152e-01   2.3304597e-05
   9.4356750e-01   2.3309375e-05
   9.4364347e-01   2.3314662e-05
   9.4371944e-01   2.3320506e-05
   9.4379541e-01   2.3326961e-05
   9.4387138e-01   2.3334089e-05
   9.4394735e-01   2.3341960e-05
   9.4402333e-01   2.3350655e-05
   9.4409930e-01   2.3360265e-05
   9.4417527e-01   2.3370896e-05
   9.4425124e-01   2.3382670e-05
   9.4432721e-01   2.3395730e-05
   9.4440318e-01   2.3410242e-05
   9.4447916e-01   2.3426403e-05
   9.4455513e-01   2.3444444e-05
   9.4463110e-01   2.3464644e-05
   9.4470707e-01   2.3487337e-05
   9.4478304e-01   2.3512926e-05
   9.4485901e-01   2.3541909e-05
   9.4493499e-01   2.3574898e-05
   9.4501096e-01   2.3612659e-05
   9.4508693e-01   2.3656164e-05
   9.4516290e-01   2.3706657e-05
   9.4523887e-01   2.3765761e-05
   9.4531484e-01   2.3835627e-05
   9.4539082e-01   2.3919165e-05
   9.4546679e-01   2.4020393e-05
   9.4554276e-01   2.4145015e-05
   9.4561873e-01   2.4301369e-05
   9.4569470e-01   2.4502081e-05
   9.4577067e-01   2.4767115e-05
   9.4584664e-01   2.5129717e-05
   9.4592262e-01   2.5648982e-05
   9.4599859e-01   2.6439125e-05
   9.4607456e-01   2.7747058e-05
   9.4615053e-01   3.0198273e-05
   9.4622650e-01   3.5822079e-05
   9.4630247e-01   5.5239393e-05
   9.4637845e-01   1.1473873e-03
   9.4645442e-01   5.0985063e-05
   9.4653039e-01   3.0187356e-05
   9.4660636e-01   2.5406997e-05
   9.4668233e-01   2.3765688e-05
   9.4675830e-01   2.3078559e-05
   9.4683428e-01   2.2755302e-05
   9.4691025e-01   2.2592576e-05
   9.4698622e-01   2.2508115e-05
   9.4706219e-01   2.2464586e-05
   9.4713816e-01   2.2443539e-05
   9.4721413e-01   2.2435243e-05
   9.4729011e-01   2.2434303e-05
   9.4736608e-01   2.2437609e-05
   9.4744205e-01   2.2443315e-05
   9.4751802e-01   2.2450300e-05
   9.4759399e-01   2.2457876e-05
   9.4766996e-01   2.2465615e-05
   9.4774594e-01   2.2473254e-05
   9.4782191e-01   2.2480631e-05
   9.4789788e-01   2.2487653e-05
   9.4797385e-01   2.2494266e-05
   9.4804982e-01   2.2500447e-05
   9.4812579e-01   2.2506188e-05
   9.4820177e-01   2.2511493e-05
   9.4827774e-01   2.2516375e-05
   9.4835371e-01   2.2520848e-05
   9.4842968e-01   2.2524933e-05
   9.4850565e-01   2.2528646e-05
   9.4858162e-01   2.2532009e-05
   9.4865759e-01   2.2535042e-05
   9.4873357e-01   2.2537762e-05
   9.4880954e-01   2.2540188e-05
   9.4888551e-01   2.2542337e-05
   9.4896148e-01   2.2544226e-05
   9.4903745e-01   2.2545870e-05
   9.4911342e-01   2.2547284e-05
   9.4918940e-01   2.2548480e-05
   9.4926537e-01   2.2549472e-05
   9.4934134e-01   2.2550271e-05
   9.4941731e-01   2.2550889e-05
   9.4949328e-01   2.2551335e-05
   9.4956925e-01   2.2551619e-05
   9.4964523e-01   2.2551750e-05
   9.4972120e-01   2.2551736e-05
   9.4979717e-01   2.2551585e-05
   9.4987314e-01   2.2551305e-05
   9.4994911e-01   2.2550901e-05
   9.5002508e-01   2.2550381e-05
   9.5010106e-01   2.2549750e-05
   9.5017703e-01   2.2549014e-05
   9.5025300e-01   2.2548178e-05
   9.5032897e-01   2.2547247e-05
   9.5040494e-01   2.2546226e-05
   9.5048091e-01   2.2545118e-05
   9.5055689e-01   2.2543928e-05
   9.5063286e-01   2.2542659e-05
   9.5070883e-01   2.2541316e-05
   9.5078480e-01   2.2539901e-05
   9.5086077e-01   2.2538418e-05
   9.5093674e-01   2.2536870e-05
   9.5101271e-01   2.2535259e-05
   9.5108869e-01   2.2533588e-05
   9.5116466e-01   2.2531860e-05
   9.5124063e-01   2.2530078e-05
   9.5131660e-01   2.2528242e-05
   9.5139257e-01   2.2526356e-05
   9.5146854e-01   2.2524421e-05
   9.5154452e-01   2.2522440e-05
   9.5162049e-01   2.2520415e-05
   9.5169646e-01   2.2518346e-05
   9.5177243e-01   2.2516235e-05
   9.5184840e-01   2.2514085e-05
   9.5192437e-01   2.2511897e-05
   9.5200035e-01   2.2509672e-05
   9.5207632e-01   2.2507411e-05
   9.5215229e-01   2.2505116e-05
   9.5222826e-01   2.2502789e-05
   9.5230423e-01   2.2500429e-05
   9.5238020e-01   2.2498038e-05
   9.5245618e-01   2.2495618e-05
   9.5253215e-01   2.2493170e-05
   9.5260812e-01   2.2490693e-05
   9.5268409e-01   2.2488190e-05
   9.5276006e-01   2.2485662e-05
   9.5283603e-01   2.2483108e-05
   9.5291201e-01   2.2480530e-05
   9.5298798e-01   2.2477929e-05
   9.5306395e-01   2.2475305e-05
   9.5313992e-01   2.2472660e-05
   9.5321589e-01   2.2469993e-05
   9.5329186e-01   2.2467306e-05
   9.5336784e-01   2.2464599e-05
   9.5344381e-01   2.2461873e-05
   9.5351978e-01   2.2459128e-05
   9.5359575e-01   2.2456365e-05
   9.5367172e-01   2.2453585e-05
   9.5374769e-01   2.2450787e-05
   9.5382366e-01   2.2447974e-05
   9.5389964e-01   2.2445144e-05
   9.5397561e-01   2.2442299e-05
   9.5405158e-01   2.2439439e-05
   9.5412755e-01   2.2436564e-05
   9.5420352e-01   2.2433675e-05
   9.5427949e-01   2.2430773e-05
   9.5435547e-01   2.2427857e-05
   9.5443144e-01   2.2424928e-05
   9.5450741e-01   2.2421987e-05
   9.5458338e-01   2.2419033e-05
   9.5465935e-01   2.2416068e-05
   9.5473532e-01   2.2413091e-05
   9.5481130e-01   2.2410102e-05
   9.5488727e-01   2.2407103e-05
   9.5496324e-01   2.2404094e-05
   9.5503921e-01   2.2401074e-05
   9.5511518e-01   2.2398044e-05
   9.5519115e-01   2.2395005e-05
   9.5526713e-01   2.2391956e-05
   9.5534310e-01   2.2388898e-05
   9.5541907e-01   2.2385831e-05
   9.5549504e-01   2.2382755e-05
   9.5557101e-01   2.2379671e-05
   9.5564698e-01   2.2376579e-05
   9.5572296e-01   2.2373479e-05
   9.5579893e-01   2.2370371e-05
   9.5587490e-01   2.2367255e-05
   9.5595087e-01   2.2364133e-05
   9.5602684e-01   2.2361003e-05
   9.5610281e-01   2.2357867e-05
   9.5617878e-01   2.2354723e-05
   9.5625476e-01   2.2351574e-05
   9.5633073e-01   2.2348418e-05
   9.5640670e-01   2.2345255e-05
   9.5648267e-01   2.2342087e-05
   9.5655864e-01   2.2338913e-05
   9.5663461e-01   2.2335734e-05
   9.5671059e-01   2.2332549e-05
   9.5678656e-01   2.2329359e-05
   9.5686253e-01   2.2326164e-05
   9.5693850e-01   2.2322964e-05
   9.5701447e-01   2.2319759e-05
   9.5709044e-01   2.2316549e-05
   9.5716642e-01   2.2313335e-05
   9.5724239e-01   2.2310117e-05
   9.5731836e-01   2.2306895e-05
   9.5739433e-01   2.2303668e-05
   9.5747030e-01   2.2300437e-05
   9.5754627e-01   2.2297203e-05
   9.5762225e-01   2.2293965e-05
   9.5769822e-01   2.2290724e-05
   9.5777419e-01   2.2287479e-05
   9.5785016e-01   2.2284231e-05
   9.5792613e-01   2.2280980e-05
   9.5800210e-01   2.2277726e-05
   9.5807808e-01   2.2274469e-05
   9.5815405e-01   2.2271209e-05
   9.5823002e-01   2.2267947e-05
   9.5830599e-01   2.2264682e-05
   9.5838196e-01   2.2261415e-05
   9.5845793e-01   2.2258145e-05
   9.5853391e-01   2.2254874e-05
   9.5860988e-01   2.2251600e-05
   9.5868585e-01   2.2248324e-05
   9.5876182e-01   2.2245047e-05
