#   frequency            amplitude spectral density
   4.1176617e-01   2.4241424e-04
   4.1184214e-01   2.4221342e-04
   4.1191811e-01   2.4201289e-04
   4.1199408e-01   2.4181266e-04
   4.1207006e-01   2.4161273e-04
   4.1214603e-01   2.4141310e-04
   4.1222200e-01   2.4121377e-04
   4.1229797e-01   2.4101473e-04
   4.1237394e-01   2.4081599e-04
   4.1244991e-01   2.4061754e-04
   4.1252589e-01   2.4041939e-04
   4.1260186e-01   2.4022154e-04
   4.1267783e-01   2.4002397e-04
   4.1275380e-01   2.3982670e-04
   4.1282977e-01   2.3962972e-04
   4.1290574e-01   2.3943304e-04
   4.1298172e-01   2.3923664e-04
   4.1305769e-01   2.3904054e-04
   4.1313366e-01   2.3884472e-04
   4.1320963e-01   2.3864919e-04
   4.1328560e-01   2.3845395e-04
   4.1336157e-01   2.3825900e-04
   4.1343755e-01   2.3806434e-04
   4.1351352e-01   2.3786996e-04
   4.1358949e-01   2.3767587e-04
   4.1366546e-01   2.3748206e-04
   4.1374143e-01   2.3728854e-04
   4.1381740e-01   2.3709530e-04
   4.1389338e-01   2.3690235e-04
   4.1396935e-01   2.3670967e-04
   4.1404532e-01   2.3651728e-04
   4.1412129e-01   2.3632517e-04
   4.1419726e-01   2.3613335e-04
   4.1427323e-01   2.3594180e-04
   4.1434920e-01   2.3575053e-04
   4.1442518e-01   2.3555954e-04
   4.1450115e-01   2.3536883e-04
   4.1457712e-01   2.3517840e-04
   4.1465309e-01   2.3498824e-04
   4.1472906e-01   2.3479836e-04
   4.1480503e-01   2.3460876e-04
   4.1488101e-01   2.3441943e-04
   4.1495698e-01   2.3423038e-04
   4.1503295e-01   2.3404160e-04
   4.1510892e-01   2.3385310e-04
   4.1518489e-01   2.3366487e-04
   4.1526086e-01   2.3347691e-04
   4.1533684e-01   2.3328922e-04
   4.1541281e-01   2.3310181e-04
   4.1548878e-01   2.3291466e-04
   4.1556475e-01   2.3272779e-04
   4.1564072e-01   2.3254118e-04
   4.1571669e-01   2.3235485e-04
   4.1579267e-01   2.3216878e-04
   4.1586864e-01   2.3198298e-04
   4.1594461e-01   2.3179745e-04
   4.1602058e-01   2.3161218e-04
   4.1609655e-01   2.3142718e-04
   4.1617252e-01   2.3124245e-04
   4.1624850e-01   2.3105798e-04
   4.1632447e-01   2.3087377e-04
   4.1640044e-01   2.3068983e-04
   4.1647641e-01   2.3050615e-04
   4.1655238e-01   2.3032274e-04
   4.1662835e-01   2.3013959e-04
   4.1670433e-01   2.2995670e-04
   4.1678030e-01   2.2977407e-04
   4.1685627e-01   2.2959170e-04
   4.1693224e-01   2.2940959e-04
   4.1700821e-01   2.2922774e-04
   4.1708418e-01   2.2904615e-04
   4.1716015e-01   2.2886482e-04
   4.1723613e-01   2.2868374e-04
   4.1731210e-01   2.2850292e-04
   4.1738807e-01   2.2832236e-04
   4.1746404e-01   2.2814206e-04
   4.1754001e-01   2.2796201e-04
   4.1761598e-01   2.2778222e-04
   4.1769196e-01   2.2760268e-04
   4.1776793e-01   2.2742339e-04
   4.1784390e-01   2.2724436e-04
   4.1791987e-01   2.2706558e-04
   4.1799584e-01   2.2688706e-04
   4.1807181e-01   2.2670878e-04
   4.1814779e-01   2.2653076e-04
   4.1822376e-01   2.2635299e-04
   4.1829973e-01   2.2617547e-04
   4.1837570e-01   2.2599820e-04
   4.1845167e-01   2.2582118e-04
   4.1852764e-01   2.2564440e-04
   4.1860362e-01   2.2546788e-04
   4.1867959e-01   2.2529160e-04
   4.1875556e-01   2.2511557e-04
   4.1883153e-01   2.2493979e-04
   4.1890750e-01   2.2476425e-04
   4.1898347e-01   2.2458896e-04
   4.1905945e-01   2.2441391e-04
   4.1913542e-01   2.2423911e-04
   4.1921139e-01   2.2406455e-04
   4.1928736e-01   2.2389024e-04
   4.1936333e-01   2.2371617e-04
   4.1943930e-01   2.2354234e-04
   4.1951527e-01   2.2336876e-04
   4.1959125e-01   2.2319541e-04
   4.1966722e-01   2.2302231e-04
   4.1974319e-01   2.2284945e-04
   4.1981916e-01   2.2267683e-04
   4.1989513e-01   2.2250445e-04
   4.1997110e-01   2.2233230e-04
   4.2004708e-01   2.2216040e-04
   4.2012305e-01   2.2198873e-04
   4.2019902e-01   2.2181731e-04
   4.2027499e-01   2.2164612e-04
   4.2035096e-01   2.2147516e-04
   4.2042693e-01   2.2130444e-04
   4.2050291e-01   2.2113396e-04
   4.2057888e-01   2.2096372e-04
   4.2065485e-01   2.2079370e-04
   4.2073082e-01   2.2062393e-04
   4.2080679e-01   2.2045438e-04
   4.2088276e-01   2.2028507e-04
   4.2095874e-01   2.2011600e-04
   4.2103471e-01   2.1994715e-04
   4.2111068e-01   2.1977854e-04
   4.2118665e-01   2.1961016e-04
   4.2126262e-01   2.1944201e-04
   4.2133859e-01   2.1927409e-04
   4.2141457e-01   2.1910640e-04
   4.2149054e-01   2.1893894e-04
   4.2156651e-01   2.1877171e-04
   4.2164248e-01   2.1860471e-04
   4.2171845e-01   2.1843793e-04
   4.2179442e-01   2.1827139e-04
   4.2187040e-01   2.1810507e-04
   4.2194637e-01   2.1793898e-04
   4.2202234e-01   2.1777311e-04
   4.2209831e-01   2.1760748e-04
   4.2217428e-01   2.1744206e-04
   4.2225025e-01   2.1727687e-04
   4.2232622e-01   2.1711191e-04
   4.2240220e-01   2.1694717e-04
   4.2247817e-01   2.1678266e-04
   4.2255414e-01   2.1661836e-04
   4.2263011e-01   2.1645429e-04
   4.2270608e-01   2.1629045e-04
   4.2278205e-01   2.1612682e-04
   4.2285803e-01   2.1596342e-04
   4.2293400e-01   2.1580023e-04
   4.2300997e-01   2.1563727e-04
   4.2308594e-01   2.1547453e-04
   4.2316191e-01   2.1531201e-04
   4.2323788e-01   2.1514970e-04
   4.2331386e-01   2.1498762e-04
   4.2338983e-01   2.1482575e-04
   4.2346580e-01   2.1466411e-04
   4.2354177e-01   2.1450268e-04
   4.2361774e-01   2.1434146e-04
   4.2369371e-01   2.1418047e-04
   4.2376969e-01   2.1401969e-04
   4.2384566e-01   2.1385912e-04
   4.2392163e-01   2.1369877e-04
   4.2399760e-01   2.1353864e-04
   4.2407357e-01   2.1337872e-04
   4.2414954e-01   2.1321901e-04
   4.2422552e-01   2.1305952e-04
   4.2430149e-01   2.1290024e-04
   4.2437746e-01   2.1274118e-04
   4.2445343e-01   2.1258233e-04
   4.2452940e-01   2.1242369e-04
   4.2460537e-01   2.1226526e-04
   4.2468134e-01   2.1210704e-04
   4.2475732e-01   2.1194903e-04
   4.2483329e-01   2.1179123e-04
   4.2490926e-01   2.1163365e-04
   4.2498523e-01   2.1147627e-04
   4.2506120e-01   2.1131910e-04
   4.2513717e-01   2.1116214e-04
   4.2521315e-01   2.1100539e-04
   4.2528912e-01   2.1084885e-04
   4.2536509e-01   2.1069251e-04
   4.2544106e-01   2.1053638e-04
   4.2551703e-01   2.1038046e-04
   4.2559300e-01   2.1022474e-04
   4.2566898e-01   2.1006923e-04
   4.2574495e-01   2.0991393e-04
   4.2582092e-01   2.0975883e-04
   4.2589689e-01   2.0960394e-04
   4.2597286e-01   2.0944925e-04
   4.2604883e-01   2.0929476e-04
   4.2612481e-01   2.0914048e-04
   4.2620078e-01   2.0898640e-04
   4.2627675e-01   2.0883252e-04
   4.2635272e-01   2.0867885e-04
   4.2642869e-01   2.0852537e-04
   4.2650466e-01   2.0837210e-04
   4.2658064e-01   2.0821903e-04
   4.2665661e-01   2.0806616e-04
   4.2673258e-01   2.0791349e-04
   4.2680855e-01   2.0776102e-04
   4.2688452e-01   2.0760875e-04
   4.2696049e-01   2.0745668e-04
   4.2703647e-01   2.0730481e-04
   4.2711244e-01   2.0715314e-04
   4.2718841e-01   2.0700167e-04
   4.2726438e-01   2.0685039e-04
   4.2734035e-01   2.0669931e-04
   4.2741632e-01   2.0654843e-04
   4.2749229e-01   2.0639774e-04
   4.2756827e-01   2.0624725e-04
   4.2764424e-01   2.0609696e-04
   4.2772021e-01   2.0594686e-04
   4.2779618e-01   2.0579695e-04
   4.2787215e-01   2.0564724e-04
   4.2794812e-01   2.0549773e-04
   4.2802410e-01   2.0534841e-04
   4.2810007e-01   2.0519928e-04
   4.2817604e-01   2.0505035e-04
   4.2825201e-01   2.0490161e-04
   4.2832798e-01   2.0475306e-04
   4.2840395e-01   2.0460470e-04
   4.2847993e-01   2.0445654e-04
   4.2855590e-01   2.0430856e-04
   4.2863187e-01   2.0416078e-04
   4.2870784e-01   2.0401319e-04
   4.2878381e-01   2.0386579e-04
   4.2885978e-01   2.0371857e-04
   4.2893576e-01   2.0357155e-04
   4.2901173e-01   2.0342472e-04
   4.2908770e-01   2.0327808e-04
   4.2916367e-01   2.0313162e-04
   4.2923964e-01   2.0298535e-04
   4.2931561e-01   2.0283927e-04
   4.2939159e-01   2.0269338e-04
   4.2946756e-01   2.0254768e-04
   4.2954353e-01   2.0240216e-04
   4.2961950e-01   2.0225683e-04
   4.2969547e-01   2.0211168e-04
   4.2977144e-01   2.0196672e-04
   4.2984741e-01   2.0182194e-04
   4.2992339e-01   2.0167735e-04
   4.2999936e-01   2.0153295e-04
   4.3007533e-01   2.0138873e-04
   4.3015130e-01   2.0124469e-04
   4.3022727e-01   2.0110084e-04
   4.3030324e-01   2.0095717e-04
   4.3037922e-01   2.0081368e-04
   4.3045519e-01   2.0067038e-04
   4.3053116e-01   2.0052725e-04
   4.3060713e-01   2.0038431e-04
   4.3068310e-01   2.0024155e-04
   4.3075907e-01   2.0009898e-04
   4.3083505e-01   1.9995658e-04
   4.3091102e-01   1.9981436e-04
   4.3098699e-01   1.9967233e-04
   4.3106296e-01   1.9953047e-04
   4.3113893e-01   1.9938879e-04
   4.3121490e-01   1.9924731e-04
   4.3129088e-01   1.9910598e-04
   4.3136685e-01   1.9896484e-04
   4.3144282e-01   1.9882388e-04
   4.3151879e-01   1.9868309e-04
   4.3159476e-01   1.9854249e-04
   4.3167073e-01   1.9840206e-04
   4.3174671e-01   1.9826180e-04
   4.3182268e-01   1.9812173e-04
   4.3189865e-01   1.9798183e-04
   4.3197462e-01   1.9784211e-04
   4.3205059e-01   1.9770256e-04
   4.3212656e-01   1.9756319e-04
   4.3220254e-01   1.9742399e-04
   4.3227851e-01   1.9728496e-04
   4.3235448e-01   1.9714612e-04
   4.3243045e-01   1.9700744e-04
   4.3250642e-01   1.9686894e-04
   4.3258239e-01   1.9673061e-04
   4.3265836e-01   1.9659246e-04
   4.3273434e-01   1.9645448e-04
   4.3281031e-01   1.9631667e-04
   4.3288628e-01   1.9617903e-04
   4.3296225e-01   1.9604156e-04
   4.3303822e-01   1.9590427e-04
   4.3311419e-01   1.9576715e-04
   4.3319017e-01   1.9563019e-04
   4.3326614e-01   1.9549341e-04
   4.3334211e-01   1.9535680e-04
   4.3341808e-01   1.9522036e-04
   4.3349405e-01   1.9508409e-04
   4.3357002e-01   1.9494798e-04
   4.3364600e-01   1.9481205e-04
   4.3372197e-01   1.9467628e-04
   4.3379794e-01   1.9454069e-04
   4.3387391e-01   1.9440526e-04
   4.3394988e-01   1.9427000e-04
   4.3402585e-01   1.9413490e-04
   4.3410183e-01   1.9399998e-04
   4.3417780e-01   1.9386522e-04
   4.3425377e-01   1.9373063e-04
   4.3432974e-01   1.9359620e-04
   4.3440571e-01   1.9346194e-04
   4.3448168e-01   1.9332784e-04
   4.3455766e-01   1.9319391e-04
   4.3463363e-01   1.9306015e-04
   4.3470960e-01   1.9292655e-04
   4.3478557e-01   1.9279311e-04
   4.3486154e-01   1.9265984e-04
   4.3493751e-01   1.9252673e-04
   4.3501349e-01   1.9239379e-04
   4.3508946e-01   1.9226101e-04
   4.3516543e-01   1.9212839e-04
   4.3524140e-01   1.9199594e-04
   4.3531737e-01   1.9186365e-04
   4.3539334e-01   1.9173151e-04
   4.3546931e-01   1.9159955e-04
   4.3554529e-01   1.9146774e-04
   4.3562126e-01   1.9133609e-04
   4.3569723e-01   1.9120461e-04
   4.3577320e-01   1.9107328e-04
   4.3584917e-01   1.9094212e-04
   4.3592514e-01   1.9081112e-04
   4.3600112e-01   1.9068027e-04
   4.3607709e-01   1.9054959e-04
   4.3615306e-01   1.9041906e-04
   4.3622903e-01   1.9028870e-04
   4.3630500e-01   1.9015849e-04
   4.3638097e-01   1.9002844e-04
   4.3645695e-01   1.8989855e-04
   4.3653292e-01   1.8976882e-04
   4.3660889e-01   1.8963924e-04
   4.3668486e-01   1.8950982e-04
   4.3676083e-01   1.8938056e-04
   4.3683680e-01   1.8925146e-04
   4.3691278e-01   1.8912251e-04
   4.3698875e-01   1.8899372e-04
   4.3706472e-01   1.8886508e-04
   4.3714069e-01   1.8873660e-04
   4.3721666e-01   1.8860828e-04
   4.3729263e-01   1.8848011e-04
   4.3736861e-01   1.8835209e-04
   4.3744458e-01   1.8822423e-04
   4.3752055e-01   1.8809652e-04
   4.3759652e-01   1.8796897e-04
   4.3767249e-01   1.8784157e-04
   4.3774846e-01   1.8771433e-04
   4.3782443e-01   1.8758723e-04
   4.3790041e-01   1.8746029e-04
   4.3797638e-01   1.8733351e-04
   4.3805235e-01   1.8720687e-04
   4.3812832e-01   1.8708039e-04
   4.3820429e-01   1.8695406e-04
   4.3828026e-01   1.8682788e-04
   4.3835624e-01   1.8670186e-04
   4.3843221e-01   1.8657598e-04
   4.3850818e-01   1.8645025e-04
   4.3858415e-01   1.8632468e-04
   4.3866012e-01   1.8619925e-04
   4.3873609e-01   1.8607398e-04
   4.3881207e-01   1.8594885e-04
   4.3888804e-01   1.8582388e-04
   4.3896401e-01   1.8569905e-04
   4.3903998e-01   1.8557437e-04
   4.3911595e-01   1.8544985e-04
   4.3919192e-01   1.8532546e-04
   4.3926790e-01   1.8520123e-04
   4.3934387e-01   1.8507715e-04
   4.3941984e-01   1.8495321e-04
   4.3949581e-01   1.8482942e-04
   4.3957178e-01   1.8470578e-04
   4.3964775e-01   1.8458229e-04
   4.3972373e-01   1.8445894e-04
   4.3979970e-01   1.8433573e-04
   4.3987567e-01   1.8421268e-04
   4.3995164e-01   1.8408977e-04
   4.4002761e-01   1.8396700e-04
   4.4010358e-01   1.8384439e-04
   4.4017956e-01   1.8372191e-04
   4.4025553e-01   1.8359958e-04
   4.4033150e-01   1.8347740e-04
   4.4040747e-01   1.8335536e-04
   4.4048344e-01   1.8323346e-04
   4.4055941e-01   1.8311171e-04
   4.4063538e-01   1.8299010e-04
   4.4071136e-01   1.8286864e-04
   4.4078733e-01   1.8274732e-04
   4.4086330e-01   1.8262614e-04
   4.4093927e-01   1.8250510e-04
   4.4101524e-01   1.8238421e-04
   4.4109121e-01   1.8226346e-04
   4.4116719e-01   1.8214285e-04
   4.4124316e-01   1.8202238e-04
   4.4131913e-01   1.8190205e-04
   4.4139510e-01   1.8178187e-04
   4.4147107e-01   1.8166182e-04
   4.4154704e-01   1.8154192e-04
   4.4162302e-01   1.8142216e-04
   4.4169899e-01   1.8130253e-04
   4.4177496e-01   1.8118305e-04
   4.4185093e-01   1.8106371e-04
   4.4192690e-01   1.8094450e-04
   4.4200287e-01   1.8082544e-04
   4.4207885e-01   1.8070652e-04
   4.4215482e-01   1.8058773e-04
   4.4223079e-01   1.8046908e-04
   4.4230676e-01   1.8035057e-04
   4.4238273e-01   1.8023220e-04
   4.4245870e-01   1.8011397e-04
   4.4253468e-01   1.7999587e-04
   4.4261065e-01   1.7987792e-04
   4.4268662e-01   1.7976009e-04
   4.4276259e-01   1.7964241e-04
   4.4283856e-01   1.7952486e-04
   4.4291453e-01   1.7940745e-04
   4.4299050e-01   1.7929018e-04
   4.4306648e-01   1.7917304e-04
   4.4314245e-01   1.7905604e-04
   4.4321842e-01   1.7893917e-04
   4.4329439e-01   1.7882244e-04
   4.4337036e-01   1.7870584e-04
   4.4344633e-01   1.7858938e-04
   4.4352231e-01   1.7847306e-04
   4.4359828e-01   1.7835686e-04
   4.4367425e-01   1.7824081e-04
   4.4375022e-01   1.7812488e-04
   4.4382619e-01   1.7800909e-04
   4.4390216e-01   1.7789343e-04
   4.4397814e-01   1.7777791e-04
   4.4405411e-01   1.7766252e-04
   4.4413008e-01   1.7754726e-04
   4.4420605e-01   1.7743214e-04
   4.4428202e-01   1.7731715e-04
   4.4435799e-01   1.7720229e-04
   4.4443397e-01   1.7708756e-04
   4.4450994e-01   1.7697296e-04
   4.4458591e-01   1.7685850e-04
   4.4466188e-01   1.7674417e-04
   4.4473785e-01   1.7662996e-04
   4.4481382e-01   1.7651589e-04
   4.4488980e-01   1.7640195e-04
   4.4496577e-01   1.7628814e-04
   4.4504174e-01   1.7617446e-04
   4.4511771e-01   1.7606091e-04
   4.4519368e-01   1.7594749e-04
   4.4526965e-01   1.7583421e-04
   4.4534563e-01   1.7572104e-04
   4.4542160e-01   1.7560801e-04
   4.4549757e-01   1.7549511e-04
   4.4557354e-01   1.7538234e-04
   4.4564951e-01   1.7526969e-04
   4.4572548e-01   1.7515718e-04
   4.4580145e-01   1.7504479e-04
   4.4587743e-01   1.7493253e-04
   4.4595340e-01   1.7482039e-04
   4.4602937e-01   1.7470839e-04
   4.4610534e-01   1.7459651e-04
   4.4618131e-01   1.7448476e-04
   4.4625728e-01   1.7437314e-04
   4.4633326e-01   1.7426164e-04
   4.4640923e-01   1.7415027e-04
   4.4648520e-01   1.7403902e-04
   4.4656117e-01   1.7392791e-04
   4.4663714e-01   1.7381691e-04
   4.4671311e-01   1.7370605e-04
   4.4678909e-01   1.7359531e-04
   4.4686506e-01   1.7348469e-04
   4.4694103e-01   1.7337420e-04
   4.4701700e-01   1.7326383e-04
   4.4709297e-01   1.7315359e-04
   4.4716894e-01   1.7304347e-04
   4.4724492e-01   1.7293348e-04
   4.4732089e-01   1.7282361e-04
   4.4739686e-01   1.7271387e-04
   4.4747283e-01   1.7260424e-04
   4.4754880e-01   1.7249475e-04
   4.4762477e-01   1.7238537e-04
   4.4770075e-01   1.7227612e-04
   4.4777672e-01   1.7216699e-04
   4.4785269e-01   1.7205798e-04
   4.4792866e-01   1.7194910e-04
   4.4800463e-01   1.7184034e-04
   4.4808060e-01   1.7173170e-04
   4.4815657e-01   1.7162318e-04
   4.4823255e-01   1.7151479e-04
   4.4830852e-01   1.7140651e-04
   4.4838449e-01   1.7129836e-04
   4.4846046e-01   1.7119033e-04
   4.4853643e-01   1.7108241e-04
   4.4861240e-01   1.7097462e-04
   4.4868838e-01   1.7086695e-04
   4.4876435e-01   1.7075940e-04
   4.4884032e-01   1.7065197e-04
   4.4891629e-01   1.7054466e-04
   4.4899226e-01   1.7043747e-04
   4.4906823e-01   1.7033040e-04
   4.4914421e-01   1.7022345e-04
   4.4922018e-01   1.7011662e-04
   4.4929615e-01   1.7000990e-04
   4.4937212e-01   1.6990331e-04
   4.4944809e-01   1.6979683e-04
   4.4952406e-01   1.6969048e-04
   4.4960004e-01   1.6958424e-04
   4.4967601e-01   1.6947811e-04
   4.4975198e-01   1.6937211e-04
   4.4982795e-01   1.6926622e-04
   4.4990392e-01   1.6916046e-04
   4.4997989e-01   1.6905480e-04
   4.5005587e-01   1.6894927e-04
   4.5013184e-01   1.6884385e-04
   4.5020781e-01   1.6873855e-04
   4.5028378e-01   1.6863337e-04
   4.5035975e-01   1.6852830e-04
   4.5043572e-01   1.6842335e-04
   4.5051170e-01   1.6831851e-04
   4.5058767e-01   1.6821379e-04
   4.5066364e-01   1.6810919e-04
   4.5073961e-01   1.6800470e-04
   4.5081558e-01   1.6790032e-04
   4.5089155e-01   1.6779606e-04
   4.5096752e-01   1.6769192e-04
   4.5104350e-01   1.6758789e-04
   4.5111947e-01   1.6748398e-04
   4.5119544e-01   1.6738018e-04
   4.5127141e-01   1.6727649e-04
   4.5134738e-01   1.6717292e-04
   4.5142335e-01   1.6706946e-04
   4.5149933e-01   1.6696611e-04
   4.5157530e-01   1.6686288e-04
   4.5165127e-01   1.6675976e-04
   4.5172724e-01   1.6665676e-04
   4.5180321e-01   1.6655387e-04
   4.5187918e-01   1.6645109e-04
   4.5195516e-01   1.6634842e-04
   4.5203113e-01   1.6624586e-04
   4.5210710e-01   1.6614342e-04
   4.5218307e-01   1.6604109e-04
   4.5225904e-01   1.6593887e-04
   4.5233501e-01   1.6583676e-04
   4.5241099e-01   1.6573477e-04
   4.5248696e-01   1.6563288e-04
   4.5256293e-01   1.6553111e-04
   4.5263890e-01   1.6542945e-04
   4.5271487e-01   1.6532790e-04
   4.5279084e-01   1.6522646e-04
   4.5286682e-01   1.6512513e-04
   4.5294279e-01   1.6502391e-04
   4.5301876e-01   1.6492280e-04
   4.5309473e-01   1.6482180e-04
   4.5317070e-01   1.6472091e-04
   4.5324667e-01   1.6462013e-04
   4.5332264e-01   1.6451945e-04
   4.5339862e-01   1.6441889e-04
   4.5347459e-01   1.6431844e-04
   4.5355056e-01   1.6421810e-04
   4.5362653e-01   1.6411786e-04
   4.5370250e-01   1.6401773e-04
   4.5377847e-01   1.6391772e-04
   4.5385445e-01   1.6381781e-04
   4.5393042e-01   1.6371800e-04
   4.5400639e-01   1.6361831e-04
   4.5408236e-01   1.6351872e-04
   4.5415833e-01   1.6341924e-04
   4.5423430e-01   1.6331987e-04
   4.5431028e-01   1.6322061e-04
   4.5438625e-01   1.6312145e-04
   4.5446222e-01   1.6302240e-04
   4.5453819e-01   1.6292346e-04
   4.5461416e-01   1.6282462e-04
   4.5469013e-01   1.6272589e-04
   4.5476611e-01   1.6262727e-04
   4.5484208e-01   1.6252875e-04
   4.5491805e-01   1.6243034e-04
   4.5499402e-01   1.6233203e-04
   4.5506999e-01   1.6223383e-04
   4.5514596e-01   1.6213574e-04
   4.5522194e-01   1.6203775e-04
   4.5529791e-01   1.6193986e-04
   4.5537388e-01   1.6184208e-04
   4.5544985e-01   1.6174441e-04
   4.5552582e-01   1.6164684e-04
   4.5560179e-01   1.6154937e-04
   4.5567777e-01   1.6145201e-04
   4.5575374e-01   1.6135476e-04
   4.5582971e-01   1.6125760e-04
   4.5590568e-01   1.6116055e-04
   4.5598165e-01   1.6106361e-04
   4.5605762e-01   1.6096677e-04
   4.5613359e-01   1.6087003e-04
   4.5620957e-01   1.6077339e-04
   4.5628554e-01   1.6067686e-04
   4.5636151e-01   1.6058043e-04
   4.5643748e-01   1.6048411e-04
   4.5651345e-01   1.6038788e-04
   4.5658942e-01   1.6029176e-04
   4.5666540e-01   1.6019574e-04
   4.5674137e-01   1.6009983e-04
   4.5681734e-01   1.6000401e-04
   4.5689331e-01   1.5990830e-04
   4.5696928e-01   1.5981269e-04
   4.5704525e-01   1.5971718e-04
   4.5712123e-01   1.5962177e-04
   4.5719720e-01   1.5952646e-04
   4.5727317e-01   1.5943126e-04
   4.5734914e-01   1.5933615e-04
   4.5742511e-01   1.5924115e-04
   4.5750108e-01   1.5914624e-04
   4.5757706e-01   1.5905144e-04
   4.5765303e-01   1.5895674e-04
   4.5772900e-01   1.5886213e-04
   4.5780497e-01   1.5876763e-04
   4.5788094e-01   1.5867323e-04
   4.5795691e-01   1.5857893e-04
   4.5803289e-01   1.5848472e-04
   4.5810886e-01   1.5839062e-04
   4.5818483e-01   1.5829662e-04
   4.5826080e-01   1.5820271e-04
   4.5833677e-01   1.5810890e-04
   4.5841274e-01   1.5801520e-04
   4.5848872e-01   1.5792159e-04
   4.5856469e-01   1.5782808e-04
   4.5864066e-01   1.5773466e-04
   4.5871663e-01   1.5764135e-04
   4.5879260e-01   1.5754814e-04
   4.5886857e-01   1.5745502e-04
   4.5894454e-01   1.5736200e-04
   4.5902052e-01   1.5726908e-04
   4.5909649e-01   1.5717625e-04
   4.5917246e-01   1.5708353e-04
   4.5924843e-01   1.5699090e-04
   4.5932440e-01   1.5689836e-04
   4.5940037e-01   1.5680593e-04
   4.5947635e-01   1.5671359e-04
   4.5955232e-01   1.5662135e-04
   4.5962829e-01   1.5652920e-04
   4.5970426e-01   1.5643715e-04
   4.5978023e-01   1.5634520e-04
   4.5985620e-01   1.5625334e-04
   4.5993218e-01   1.5616158e-04
   4.6000815e-01   1.5606992e-04
   4.6008412e-01   1.5597835e-04
   4.6016009e-01   1.5588687e-04
   4.6023606e-01   1.5579549e-04
   4.6031203e-01   1.5570421e-04
   4.6038801e-01   1.5561302e-04
   4.6046398e-01   1.5552193e-04
   4.6053995e-01   1.5543093e-04
   4.6061592e-01   1.5534003e-04
   4.6069189e-01   1.5524922e-04
   4.6076786e-01   1.5515850e-04
   4.6084384e-01   1.5506788e-04
   4.6091981e-01   1.5497736e-04
   4.6099578e-01   1.5488693e-04
   4.6107175e-01   1.5479659e-04
   4.6114772e-01   1.5470634e-04
   4.6122369e-01   1.5461619e-04
   4.6129966e-01   1.5452614e-04
   4.6137564e-01   1.5443617e-04
   4.6145161e-01   1.5434630e-04
   4.6152758e-01   1.5425653e-04
   4.6160355e-01   1.5416684e-04
   4.6167952e-01   1.5407725e-04
   4.6175549e-01   1.5398775e-04
   4.6183147e-01   1.5389834e-04
   4.6190744e-01   1.5380903e-04
   4.6198341e-01   1.5371981e-04
   4.6205938e-01   1.5363068e-04
   4.6213535e-01   1.5354164e-04
   4.6221132e-01   1.5345269e-04
   4.6228730e-01   1.5336384e-04
   4.6236327e-01   1.5327508e-04
   4.6243924e-01   1.5318641e-04
   4.6251521e-01   1.5309783e-04
   4.6259118e-01   1.5300934e-04
   4.6266715e-01   1.5292094e-04
   4.6274313e-01   1.5283264e-04
   4.6281910e-01   1.5274442e-04
   4.6289507e-01   1.5265630e-04
   4.6297104e-01   1.5256826e-04
   4.6304701e-01   1.5248032e-04
   4.6312298e-01   1.5239246e-04
   4.6319896e-01   1.5230470e-04
   4.6327493e-01   1.5221703e-04
   4.6335090e-01   1.5212944e-04
   4.6342687e-01   1.5204195e-04
   4.6350284e-01   1.5195455e-04
   4.6357881e-01   1.5186723e-04
   4.6365479e-01   1.5178001e-04
   4.6373076e-01   1.5169287e-04
   4.6380673e-01   1.5160583e-04
   4.6388270e-01   1.5151887e-04
   4.6395867e-01   1.5143200e-04
   4.6403464e-01   1.5134522e-04
   4.6411061e-01   1.5125853e-04
   4.6418659e-01   1.5117193e-04
   4.6426256e-01   1.5108541e-04
   4.6433853e-01   1.5099899e-04
   4.6441450e-01   1.5091265e-04
   4.6449047e-01   1.5082640e-04
   4.6456644e-01   1.5074024e-04
   4.6464242e-01   1.5065416e-04
   4.6471839e-01   1.5056818e-04
   4.6479436e-01   1.5048228e-04
   4.6487033e-01   1.5039647e-04
   4.6494630e-01   1.5031074e-04
   4.6502227e-01   1.5022511e-04
   4.6509825e-01   1.5013956e-04
   4.6517422e-01   1.5005409e-04
   4.6525019e-01   1.4996872e-04
   4.6532616e-01   1.4988343e-04
   4.6540213e-01   1.4979823e-04
   4.6547810e-01   1.4971311e-04
   4.6555408e-01   1.4962808e-04
   4.6563005e-01   1.4954314e-04
   4.6570602e-01   1.4945828e-04
   4.6578199e-01   1.4937351e-04
   4.6585796e-01   1.4928882e-04
   4.6593393e-01   1.4920422e-04
   4.6600991e-01   1.4911970e-04
   4.6608588e-01   1.4903527e-04
   4.6616185e-01   1.4895093e-04
   4.6623782e-01   1.4886667e-04
   4.6631379e-01   1.4878250e-04
   4.6638976e-01   1.4869841e-04
   4.6646573e-01   1.4861441e-04
   4.6654171e-01   1.4853049e-04
   4.6661768e-01   1.4844665e-04
   4.6669365e-01   1.4836290e-04
   4.6676962e-01   1.4827924e-04
   4.6684559e-01   1.4819566e-04
   4.6692156e-01   1.4811216e-04
   4.6699754e-01   1.4802875e-04
   4.6707351e-01   1.4794542e-04
   4.6714948e-01   1.4786217e-04
   4.6722545e-01   1.4777901e-04
   4.6730142e-01   1.4769593e-04
   4.6737739e-01   1.4761294e-04
   4.6745337e-01   1.4753003e-04
   4.6752934e-01   1.4744720e-04
   4.6760531e-01   1.4736446e-04
