5.787037037037036750e-06 2.183796775655320358e+10
5.974037037037036823e-06 1.683219679603911209e+10
6.161037037037036896e-06 1.182657311433722687e+10
6.348037037037036969e-06 6.821030255951847076e+09
6.535037037037037042e-06 5.262846648744530678e+09
6.722037037037037115e-06 5.002437530022764206e+09
6.909037037037037188e-06 4.742102522820041656e+09
7.096037037037037261e-06 4.481797813262155533e+09
7.283037037037037334e-06 4.221553099917032242e+09
7.470037037037037407e-06 3.961331822690780640e+09
7.657037037037036633e-06 3.701158011042727947e+09
7.844037037037036706e-06 3.440994936101842880e+09
8.031037037037036779e-06 3.180870765570713043e+09
8.218037037037036852e-06 2.920756422886846066e+09
8.405037037037036926e-06 2.660661725572440147e+09
8.592037037037036999e-06 2.400575148198686600e+09
8.779037037037037072e-06 2.140507124883134127e+09
8.966037037037037145e-06 1.880444917319882631e+09
9.153037037037037218e-06 1.620399616599887609e+09
9.340037037037037291e-06 1.360358805804998636e+09
9.527037037037037364e-06 1.100329116384567261e+09
9.714037037037037437e-06 9.747613232091137171e+08
9.901037037037037510e-06 9.328797680714963675e+08
1.008803703703703758e-05 8.910011095361149311e+08
1.027503703703703766e-05 8.491323874101285934e+08
1.046203703703703773e-05 8.072706557408041954e+08
1.064903703703703780e-05 7.654387480269591808e+08
1.083603703703703788e-05 7.236006151640578508e+08
1.102303703703703795e-05 6.817176048558473587e+08
1.121003703703703802e-05 6.398521385147590637e+08
1.139703703703703809e-05 5.982397556721098423e+08
1.158403703703703817e-05 5.566110059715439081e+08
1.177103703703703824e-05 5.145249578384636045e+08
1.195803703703703831e-05 4.724435877825037837e+08
1.214503703703703839e-05 4.305854371142103076e+08
1.233203703703703846e-05 3.887312822961435914e+08
1.251903703703703853e-05 3.468860593345296383e+08
1.270603703703703861e-05 3.050416153421871662e+08
1.289303703703703868e-05 2.789559894255727530e+08
1.308003703703703875e-05 2.682352898472329974e+08
1.326703703703703883e-05 2.575146703751648962e+08
1.345403703703703890e-05 2.467940120979173779e+08
1.364103703703703897e-05 2.360746223302508593e+08
1.382803703703703904e-05 2.253563789336957037e+08
1.401503703703703912e-05 2.146401403112412691e+08
1.420203703703703919e-05 2.039236998690487742e+08
1.438903703703703926e-05 1.932080969609437883e+08
1.457603703703703934e-05 1.824933259280923009e+08
1.476303703703703941e-05 1.717782299905842543e+08
1.495003703703703948e-05 1.610629480016518235e+08
1.513703703703703956e-05 1.503488289462205768e+08
1.532403703703703963e-05 1.396351054300483763e+08
1.551103703703703970e-05 1.289217842015958726e+08
1.569803703703703978e-05 1.182087034759002030e+08
1.588503703703703985e-05 1.074961688645705879e+08
1.607203703703703992e-05 9.962741817279429734e+07
1.625903703703703999e-05 9.609209845189155638e+07
1.644603703703704007e-05 9.255659975640258193e+07
1.663303703703704014e-05 8.902208424636971951e+07
1.682003703703704021e-05 8.548793220611014962e+07
1.700703703703704029e-05 8.195405395922082663e+07
1.719403703703704036e-05 7.842062508460110426e+07
1.738103703703704043e-05 7.488704439421269298e+07
1.756803703703704051e-05 7.135311016199596226e+07
1.775503703703704058e-05 6.781919980136199296e+07
1.794203703703704065e-05 6.428575724634861201e+07
1.812903703703704072e-05 6.075299245312434435e+07
1.831603703703704080e-05 5.721983819558253139e+07
1.850303703703704087e-05 5.368624996822910011e+07
1.869003703703704094e-05 5.015308749644966424e+07
1.887703703703704102e-05 4.662035278499168158e+07
1.906403703703704109e-05 4.308789926750916988e+07
1.925103703703704116e-05 4.017708441238058358e+07
1.943803703703704124e-05 3.881645574710861593e+07
1.962503703703704131e-05 3.745516070112292469e+07
1.981203703703704138e-05 3.609416182353929430e+07
1.999903703703704146e-05 3.473392819488121569e+07
2.018603703703704153e-05 3.337379933617038652e+07
2.037303703703704160e-05 3.201394699051797763e+07
2.056003703703704167e-05 3.065434112812390551e+07
2.074703703703704175e-05 2.929485122253457829e+07
2.093403703703704182e-05 2.793533213199487701e+07
2.112103703703704189e-05 2.657592290059601516e+07
